CompChangeID,EmployeeID,EffectiveDate,PreviousSalary,NewSalary,ChangePercent,ChangeReason,Currency
1377,E100249,2021-12-08,162000.0,163500,0.97,Market Adjustment,USD
1378,E100249,2023-02-08,163500.0,168000,2.66,Market Adjustment,USD
1379,E100249,2024-01-08,168000.0,171500,2.1,Merit Increase,USD
1380,E100249,2025-02-08,171500.0,176000,2.7,Market Adjustment,USD
1381,E100250,2014-03-28,164000.0,170000,3.71,Merit Increase,USD
1382,E100250,2015-04-28,170000.0,178000,4.7,Market Adjustment,USD
1383,E100250,2016-06-28,178000.0,182000,2.14,Market Adjustment,USD
1384,E100250,2017-07-28,182000.0,188000,3.34,Merit Increase,USD
1385,E100250,2018-05-28,188000.0,194500,3.46,Market Adjustment,USD
1386,E100250,2019-03-28,194500.0,202000,3.85,Merit Increase,USD
1387,E100250,2020-06-28,202000.0,212000,5.0,Merit Increase,USD
1388,E100250,2021-07-28,212000.0,220000,3.89,Market Adjustment,USD
1389,E100251,2022-04-08,39000.0,40000,3.18,Merit Increase,USD
1390,E100251,2023-02-08,40000.0,42000,4.64,Merit Increase,USD
1391,E100251,2024-03-08,42000.0,43000,1.84,Merit Increase,USD
1392,E100251,2025-03-08,43000.0,48000,11.51,Promotion,USD
1393,E100251,2026-02-08,48000.0,50500,4.88,Market Adjustment,USD
1394,E100252,2020-04-11,62500.0,64500,2.87,Merit Increase,USD
1395,E100252,2021-05-11,64500.0,73000,12.9,Promotion,USD
1396,E100252,2022-06-11,73000.0,73500,0.73,Merit Increase,USD
1397,E100253,2020-03-08,21000.0,22000,4.39,Market Adjustment,USD
1398,E100253,2021-03-08,22000.0,23000,3.54,Market Adjustment,USD
1399,E100254,2017-05-23,165000.0,167500,1.49,Merit Increase,USD
1400,E100254,2018-06-23,167500.0,171000,2.01,Merit Increase,USD
1401,E100254,2019-06-23,171000.0,189500,10.88,Promotion,USD
1402,E100254,2020-03-23,189500.0,202500,6.82,Promotion,USD
1403,E100254,2020-12-23,202500.0,211000,4.14,Merit Increase,USD
1404,E100255,2020-03-24,120500.0,124500,3.23,Merit Increase,USD
1405,E100255,2021-04-24,124500.0,129500,3.91,Merit Increase,USD
1406,E100255,2022-09-24,129500.0,134500,3.73,Merit Increase,USD
1407,E100255,2023-08-24,134500.0,140500,4.62,Market Adjustment,USD
1408,E100255,2024-12-24,140500.0,142500,1.55,Merit Increase,USD
1409,E100255,2026-02-24,142500.0,147500,3.54,Market Adjustment,USD
1410,E100256,2021-05-27,17500.0,18500,5.89,Market Adjustment,USD
1411,E100256,2022-07-27,18500.0,21000,12.28,Promotion,USD
1412,E100257,2019-06-08,60500.0,63500,5.17,Merit Increase,USD
1413,E100257,2020-04-08,63500.0,65500,3.53,Market Adjustment,USD
1414,E100257,2021-07-08,65500.0,68500,4.81,Market Adjustment,USD
1415,E100257,2022-09-08,68500.0,71000,3.57,Merit Increase,USD
1416,E100258,2016-11-04,68000.0,71000,4.33,Merit Increase,USD
1417,E100258,2017-12-04,71000.0,72500,1.91,Merit Increase,USD
1418,E100258,2018-11-04,72500.0,73500,1.32,Merit Increase,USD
1419,E100258,2019-11-04,73500.0,77000,4.72,Merit Increase,USD
1420,E100258,2020-12-04,77000.0,79500,3.45,Market Adjustment,USD
1421,E100259,2021-05-18,111500.0,116500,4.34,Merit Increase,USD
1422,E100259,2022-05-18,116500.0,118000,1.25,Merit Increase,USD
1423,E100259,2023-04-18,118000.0,121000,2.33,Merit Increase,USD
1424,E100259,2024-02-18,121000.0,125000,3.27,Merit Increase,USD
1425,E100259,2025-01-18,125000.0,144500,15.49,Promotion,USD
1426,E100259,2026-01-18,144500.0,147500,2.24,Market Adjustment,USD
1427,E100260,2021-04-07,93500.0,98000,4.82,Merit Increase,USD
1428,E100260,2022-06-07,98000.0,98500,0.5,Market Adjustment,USD
1429,E100260,2023-11-07,98500.0,102000,3.62,Merit Increase,USD
1430,E100261,2020-06-25,98000.0,106000,8.05,Promotion,USD
1431,E100261,2021-06-25,106000.0,110500,4.06,Merit Increase,USD
1432,E100261,2022-07-25,110500.0,116500,5.25,Merit Increase,USD
1433,E100262,2021-03-12,142000.0,148000,4.27,Merit Increase,USD
1434,E100262,2022-04-12,148000.0,150000,1.48,Market Adjustment,USD
1435,E100262,2023-03-12,150000.0,156500,4.46,Merit Increase,USD
1436,E100262,2023-12-12,156500.0,157500,0.66,Merit Increase,USD
1437,E100262,2025-01-12,157500.0,164500,4.34,Merit Increase,USD
1438,E100262,2025-12-12,164500.0,168500,2.38,Market Adjustment,USD
1439,E100264,2021-01-18,66000.0,67000,1.66,Market Adjustment,USD
1440,E100264,2022-04-18,67000.0,68000,1.57,Merit Increase,USD
1441,E100264,2023-06-18,68000.0,71500,5.3,Market Adjustment,USD
1442,E100264,2024-06-18,71500.0,73500,2.62,Market Adjustment,USD
1443,E100264,2025-03-18,73500.0,76000,3.59,Merit Increase,USD
1444,E100265,2020-02-14,38500.0,38500,0.46,Market Adjustment,USD
1445,E100265,2020-11-14,38500.0,40000,3.7,Merit Increase,USD
1446,E100265,2022-01-14,40000.0,41000,3.07,Market Adjustment,USD
1447,E100266,2019-04-27,143000.0,152500,6.77,Market Adjustment,USD
1448,E100266,2020-02-27,152500.0,156000,2.43,Merit Increase,USD
1449,E100267,2022-01-01,53000.0,60500,13.85,Promotion,USD
1450,E100267,2022-11-01,60500.0,65500,8.14,Promotion,USD
1451,E100267,2024-01-01,65500.0,66500,1.34,Merit Increase,USD
1452,E100267,2024-11-01,66500.0,68500,3.33,Market Adjustment,USD
1453,E100267,2026-02-01,68500.0,77000,12.1,Promotion,USD
1454,E100268,2019-09-11,46500.0,47000,0.89,Market Adjustment,USD
1455,E100268,2020-08-11,47000.0,49000,4.16,Merit Increase,USD
1456,E100268,2021-09-11,49000.0,51000,4.42,Merit Increase,USD
1457,E100269,2021-01-26,25500.0,25500,0.0,Market Adjustment,USD
1458,E100269,2022-02-26,25500.0,26000,2.77,Market Adjustment,USD
1459,E100269,2023-02-26,26000.0,27000,2.94,Market Adjustment,USD
1460,E100269,2024-03-26,27000.0,27500,1.3,Market Adjustment,USD
1461,E100270,2019-11-28,73000.0,83000,13.76,Promotion,USD
1462,E100270,2020-11-28,83000.0,86500,4.26,Market Adjustment,USD
1463,E100270,2021-12-28,86500.0,90000,4.1,Market Adjustment,USD
1464,E100271,2020-05-02,94500.0,99000,4.5,Merit Increase,USD
1465,E100271,2021-06-02,99000.0,100000,1.12,Market Adjustment,USD
1466,E100271,2022-07-02,100000.0,103500,3.28,Merit Increase,USD
1467,E100271,2023-08-02,103500.0,107000,3.54,Market Adjustment,USD
1468,E100271,2024-08-02,107000.0,113000,5.83,Merit Increase,USD
1469,E100272,2018-06-20,86000.0,87500,1.82,Merit Increase,USD
1470,E100272,2019-07-20,87500.0,89500,2.22,Market Adjustment,USD
1471,E100272,2020-04-20,89500.0,92000,2.89,Market Adjustment,USD
1472,E100272,2021-04-20,92000.0,96500,5.04,Market Adjustment,USD
1473,E100272,2022-06-20,96500.0,101000,4.5,Market Adjustment,USD
1474,E100273,2020-12-14,21500.0,22500,4.33,Market Adjustment,USD
1475,E100274,2014-08-01,68000.0,76500,12.53,Promotion,USD
1476,E100274,2015-08-01,76500.0,84500,10.15,Promotion,USD
1477,E100274,2016-05-01,84500.0,87000,2.99,Market Adjustment,USD
1478,E100274,2017-04-01,87000.0,90000,3.65,Merit Increase,USD
1479,E100274,2018-03-01,90000.0,100500,11.41,Promotion,USD
1480,E100274,2018-12-01,100500.0,102500,2.05,Merit Increase,USD
1481,E100274,2019-11-01,102500.0,104500,1.93,Market Adjustment,USD
1482,E100274,2021-06-01,104500.0,105000,0.46,Merit Increase,USD
1483,E100274,2022-08-01,105000.0,110000,4.99,Market Adjustment,USD
1484,E100274,2023-08-01,110000.0,114500,4.0,Market Adjustment,USD
1485,E100274,2024-10-01,114500.0,118500,3.7,Market Adjustment,USD
1486,E100274,2025-07-01,118500.0,123500,4.11,Merit Increase,USD
1487,E100276,2017-11-25,70000.0,72500,3.24,Merit Increase,USD
1488,E100276,2018-11-25,72500.0,75000,3.35,Market Adjustment,USD
1489,E100276,2019-08-25,75000.0,79000,5.15,Merit Increase,USD
1490,E100276,2020-10-25,79000.0,88500,12.13,Promotion,USD
1491,E100276,2021-10-25,88500.0,91500,3.18,Merit Increase,USD
1492,E100276,2022-10-25,91500.0,97500,6.83,Promotion,USD
1493,E100276,2023-12-25,97500.0,101000,3.54,Market Adjustment,USD
1494,E100277,2019-12-13,18000.0,18500,1.99,Market Adjustment,USD
1495,E100277,2020-11-13,18500.0,21500,14.94,Promotion,USD
1496,E100277,2022-01-13,21500.0,22000,2.93,Market Adjustment,USD
1497,E100277,2023-03-13,22000.0,22500,2.19,Market Adjustment,USD
1498,E100277,2024-06-13,22500.0,23000,1.46,Market Adjustment,USD
1499,E100278,2020-12-22,87000.0,90000,3.52,Merit Increase,USD
1500,E100278,2022-02-22,90000.0,94500,5.0,Market Adjustment,USD
1501,E100278,2023-02-22,94500.0,95000,0.51,Market Adjustment,USD
1502,E100278,2023-11-22,95000.0,98000,2.93,Market Adjustment,USD
1503,E100278,2024-12-22,98000.0,102000,4.06,Market Adjustment,USD
1504,E100278,2026-01-22,102000.0,116000,13.67,Promotion,USD
1505,E100279,2021-05-15,40500.0,42000,4.04,Market Adjustment,USD
1506,E100279,2022-04-15,42000.0,43500,3.58,Merit Increase,USD
1507,E100281,2021-09-30,64000.0,66500,3.75,Market Adjustment,USD
1508,E100281,2022-10-30,66500.0,69000,3.98,Merit Increase,USD
1509,E100281,2023-10-30,69000.0,71500,3.52,Merit Increase,USD
1510,E100281,2025-03-30,71500.0,74000,3.58,Merit Increase,USD
1511,E100281,2026-06-30,74000.0,78000,5.64,Market Adjustment,USD
1512,E100282,2019-07-11,114500.0,118000,3.27,Market Adjustment,USD
1513,E100282,2020-12-11,118000.0,125500,6.32,Merit Increase,USD
1514,E100282,2021-10-11,125500.0,128000,1.99,Market Adjustment,USD
1515,E100282,2023-01-11,128000.0,131500,2.72,Merit Increase,USD
1516,E100283,2021-08-19,33500.0,34000,1.89,Market Adjustment,USD
1517,E100284,2021-04-12,71000.0,73500,3.31,Market Adjustment,USD
1518,E100284,2022-02-12,73500.0,75000,1.83,Market Adjustment,USD
1519,E100285,2021-11-26,66500.0,70500,5.76,Market Adjustment,USD
1520,E100285,2023-01-26,70500.0,74000,4.69,Merit Increase,USD
1521,E100285,2024-01-26,74000.0,76500,3.1,Merit Increase,USD
1522,E100285,2025-02-26,76500.0,76500,0.0,Merit Increase,USD
1523,E100285,2026-02-26,76500.0,77000,0.77,Merit Increase,USD
1524,E100286,2019-09-30,115000.0,127000,10.64,Promotion,USD
1525,E100286,2020-08-30,127000.0,134000,5.64,Merit Increase,USD
1526,E100286,2022-01-30,134000.0,140500,4.88,Market Adjustment,USD
1527,E100286,2023-03-30,140500.0,156000,10.87,Promotion,USD
1528,E100286,2024-02-29,156000.0,157000,0.61,Merit Increase,USD
1529,E100286,2025-03-29,157000.0,162000,3.05,Market Adjustment,USD
1530,E100286,2026-04-29,162000.0,166000,2.43,Market Adjustment,USD
1531,E100287,2021-03-17,43000.0,45500,5.8,Merit Increase,USD
1532,E100287,2022-07-17,45500.0,46000,1.14,Merit Increase,USD
1533,E100287,2023-06-17,46000.0,46500,0.88,Merit Increase,USD
1534,E100288,2018-04-12,63500.0,70500,10.65,Promotion,USD
1535,E100288,2019-03-12,70500.0,73000,3.87,Market Adjustment,USD
1536,E100288,2020-05-12,73000.0,76500,4.54,Merit Increase,USD
1537,E100288,2021-08-12,76500.0,79000,2.98,Market Adjustment,USD
1538,E100289,2021-02-26,79500.0,81500,2.66,Merit Increase,USD
1539,E100289,2022-02-26,81500.0,83500,2.68,Market Adjustment,USD
1540,E100289,2023-06-26,83500.0,87000,4.38,Market Adjustment,USD
1541,E100289,2024-04-26,87000.0,90000,3.5,Market Adjustment,USD
1542,E100289,2025-05-26,90000.0,91500,1.82,Market Adjustment,USD
1543,E100289,2026-06-26,91500.0,94500,3.27,Merit Increase,USD
1544,E100290,2021-03-17,126500.0,133500,5.55,Market Adjustment,USD
1545,E100291,2020-12-18,38000.0,39500,4.49,Market Adjustment,USD
1546,E100291,2021-11-18,39500.0,41000,4.25,Merit Increase,USD
1547,E100292,2021-07-04,45500.0,47000,3.76,Market Adjustment,USD
1548,E100292,2022-07-04,47000.0,49500,5.49,Merit Increase,USD
1549,E100292,2023-09-04,49500.0,51000,2.54,Market Adjustment,USD
1550,E100292,2024-09-04,51000.0,54000,5.45,Merit Increase,USD
1551,E100292,2025-12-04,54000.0,55500,3.23,Merit Increase,USD
1552,E100293,2021-04-10,40000.0,40500,1.85,Market Adjustment,USD
1553,E100293,2022-06-10,40500.0,42500,4.54,Promotion,USD
1554,E100295,2019-04-09,34000.0,34500,2.05,Market Adjustment,USD
1555,E100295,2020-01-09,34500.0,35000,1.96,Market Adjustment,USD
1556,E100295,2021-02-09,35000.0,37000,6.11,Merit Increase,USD
1557,E100295,2022-04-09,37000.0,38000,2.93,Merit Increase,USD
1558,E100295,2023-06-09,38000.0,39500,4.43,Merit Increase,USD
1559,E100295,2024-09-09,39500.0,41500,4.76,Merit Increase,USD
1560,E100295,2025-10-09,41500.0,42000,1.24,Market Adjustment,USD
1561,E100296,2021-09-23,45000.0,46000,2.17,Market Adjustment,USD
1562,E100296,2022-06-23,46000.0,47000,1.78,Market Adjustment,USD
1563,E100296,2023-07-23,47000.0,48500,2.92,Merit Increase,USD
1564,E100296,2024-09-23,48500.0,56000,15.86,Promotion,USD
1565,E100296,2025-06-23,56000.0,57000,1.97,Market Adjustment,USD
1566,E100296,2026-07-23,57000.0,60500,5.72,Market Adjustment,USD
1567,E100297,2021-09-09,70500.0,72000,1.86,Market Adjustment,USD
1568,E100297,2022-09-09,72000.0,74500,3.71,Market Adjustment,USD
1569,E100297,2023-09-09,74500.0,79000,5.96,Merit Increase,USD
1570,E100298,2021-06-01,46500.0,48000,3.11,Market Adjustment,USD
1571,E100299,2019-06-04,35000.0,36000,3.52,Market Adjustment,USD
1572,E100299,2020-05-04,36000.0,37500,4.4,Merit Increase,USD
1573,E100299,2021-04-04,37500.0,38500,2.54,Merit Increase,USD
1574,E100299,2022-05-04,38500.0,40000,3.71,Merit Increase,USD
1575,E100299,2023-06-04,40000.0,40500,0.78,Market Adjustment,USD
1576,E100299,2024-07-04,40500.0,40500,0.49,Market Adjustment,USD
1577,E100299,2025-10-04,40500.0,41500,2.67,Merit Increase,USD
1578,E100300,2021-07-31,133500.0,139000,3.96,Market Adjustment,USD
1579,E100300,2022-05-31,139000.0,147500,6.28,Market Adjustment,USD
1580,E100300,2023-04-30,147500.0,167500,13.63,Promotion,USD
1581,E100300,2024-02-29,167500.0,172500,2.91,Merit Increase,USD
1582,E100300,2025-01-29,172500.0,177000,2.6,Merit Increase,USD
1583,E100300,2026-02-28,177000.0,184500,4.2,Market Adjustment,USD
1584,E100301,2018-06-17,63500.0,66000,3.69,Merit Increase,USD
1585,E100301,2019-05-17,66000.0,70000,5.7,Market Adjustment,USD
1586,E100301,2020-04-17,70000.0,72000,2.79,Market Adjustment,USD
1587,E100301,2021-05-17,72000.0,73500,1.97,Market Adjustment,USD
1588,E100301,2022-07-17,73500.0,84000,14.34,Promotion,USD
1589,E100301,2023-06-17,84000.0,86000,2.48,Merit Increase,USD
1590,E100301,2024-09-17,86000.0,89000,3.72,Market Adjustment,USD
1591,E100301,2025-09-17,89000.0,91000,2.36,Market Adjustment,USD
1592,E100302,2018-03-19,159500.0,166500,4.46,Market Adjustment,USD
1593,E100302,2019-03-19,166500.0,170000,2.13,Merit Increase,USD
1594,E100302,2020-02-19,170000.0,173000,1.82,Merit Increase,USD
1595,E100302,2021-02-19,173000.0,185000,6.88,Merit Increase,USD
1596,E100302,2022-07-19,185000.0,192500,3.99,Merit Increase,USD
1597,E100302,2023-04-19,192500.0,202000,4.89,Merit Increase,USD
1598,E100303,2021-02-16,42500.0,44000,3.61,Merit Increase,USD
1599,E100303,2022-02-16,44000.0,45000,2.0,Merit Increase,USD
1600,E100303,2023-04-16,45000.0,46500,3.22,Merit Increase,USD
1601,E100303,2024-04-16,46500.0,51000,9.49,Promotion,USD
1602,E100303,2025-09-16,51000.0,52500,2.88,Market Adjustment,USD
1603,E100304,2018-07-03,96000.0,96000,0.17,Market Adjustment,USD
1604,E100304,2019-12-03,96000.0,96500,0.72,Market Adjustment,USD
1605,E100304,2020-11-03,96500.0,99000,2.74,Market Adjustment,USD
1606,E100305,2020-12-28,33500.0,34500,2.34,Market Adjustment,USD
1607,E100305,2022-03-28,34500.0,36000,4.39,Market Adjustment,USD
1608,E100305,2023-02-28,36000.0,37000,2.25,Market Adjustment,USD
1609,E100305,2024-01-28,37000.0,38000,2.14,Merit Increase,USD
1610,E100305,2024-11-28,38000.0,40000,4.9,Merit Increase,USD
1611,E100305,2025-11-28,40000.0,41500,4.09,Market Adjustment,USD
1612,E100306,2022-02-07,183500.0,192500,4.84,Market Adjustment,USD
1613,E100307,2020-04-15,125000.0,128000,2.44,Merit Increase,USD
1614,E100307,2021-04-15,128000.0,133500,4.48,Market Adjustment,USD
1615,E100307,2022-06-15,133500.0,136500,2.18,Merit Increase,USD
1616,E100307,2023-06-15,136500.0,141500,3.53,Market Adjustment,USD
1617,E100307,2024-11-15,141500.0,148000,4.49,Merit Increase,USD
1618,E100308,2020-02-07,101500.0,104000,2.37,Market Adjustment,USD
1619,E100308,2021-02-07,104000.0,108500,4.32,Merit Increase,USD
1620,E100308,2022-05-07,108500.0,110000,1.37,Market Adjustment,USD
1621,E100308,2023-09-07,110000.0,125000,13.66,Promotion,USD
1622,E100309,2021-08-21,32500.0,35500,9.78,Promotion,USD
1623,E100309,2022-08-21,35500.0,37000,4.52,Market Adjustment,USD
1624,E100309,2023-08-21,37000.0,38500,3.85,Market Adjustment,USD
1625,E100309,2024-07-21,38500.0,40500,4.66,Merit Increase,USD
1626,E100310,2021-04-21,74500.0,76000,2.26,Market Adjustment,USD
1627,E100311,2021-04-17,128000.0,133500,4.13,Market Adjustment,USD
1628,E100311,2022-03-17,133500.0,148000,10.87,Promotion,USD
1629,E100311,2023-06-17,148000.0,163500,10.64,Promotion,USD
1630,E100311,2024-06-17,163500.0,169000,3.42,Market Adjustment,USD
1631,E100311,2025-07-17,169000.0,185000,9.6,Promotion,USD
1632,E100312,2020-11-04,54000.0,55500,2.69,Merit Increase,USD
1633,E100312,2021-11-04,55500.0,58500,5.21,Market Adjustment,USD
1634,E100312,2022-10-04,58500.0,61000,4.13,Merit Increase,USD
1635,E100312,2023-11-04,61000.0,62000,1.89,Merit Increase,USD
1636,E100312,2024-09-04,62000.0,64000,3.02,Merit Increase,USD
1637,E100312,2025-11-04,64000.0,65000,1.29,Market Adjustment,USD
1638,E100313,2017-05-08,55500.0,56500,1.9,Market Adjustment,USD
1639,E100313,2018-08-08,56500.0,60500,7.48,Merit Increase,USD
1640,E100313,2019-07-08,60500.0,64000,5.71,Merit Increase,USD
1641,E100313,2020-08-08,64000.0,69500,8.62,Promotion,USD
1642,E100313,2021-12-08,69500.0,72500,4.11,Merit Increase,USD
1643,E100313,2023-03-08,72500.0,77500,7.02,Merit Increase,USD
1644,E100313,2024-03-08,77500.0,81000,4.33,Merit Increase,USD
1645,E100313,2025-01-08,81000.0,83500,2.8,Merit Increase,USD
1646,E100313,2026-01-08,83500.0,86500,3.82,Market Adjustment,USD
1647,E100314,2018-09-22,137500.0,143500,4.45,Market Adjustment,USD
1648,E100314,2019-11-22,143500.0,153000,6.57,Market Adjustment,USD
1649,E100314,2021-03-22,153000.0,158000,3.27,Merit Increase,USD
1650,E100314,2022-02-22,158000.0,178500,12.87,Promotion,USD
1651,E100314,2023-06-22,178500.0,184500,3.28,Merit Increase,USD
1652,E100314,2024-08-22,184500.0,214000,16.12,Promotion,USD
1653,E100314,2025-10-22,214000.0,216500,1.11,Market Adjustment,USD
1654,E100315,2021-07-06,130500.0,135500,3.66,Market Adjustment,USD
1655,E100315,2022-08-06,135500.0,141500,4.35,Merit Increase,USD
1656,E100315,2023-11-06,141500.0,145000,2.33,Market Adjustment,USD
1657,E100315,2024-11-06,145000.0,148000,1.99,Market Adjustment,USD
1658,E100315,2025-08-06,148000.0,154000,4.12,Merit Increase,USD
1659,E100316,2015-01-26,137000.0,140500,2.59,Merit Increase,USD
1660,E100316,2015-11-26,140500.0,147500,5.08,Market Adjustment,USD
1661,E100316,2017-01-26,147500.0,152500,3.25,Merit Increase,USD
1662,E100316,2018-01-26,152500.0,159000,4.4,Market Adjustment,USD
1663,E100316,2019-05-26,159000.0,165500,4.1,Market Adjustment,USD
1664,E100316,2020-06-26,165500.0,170000,2.81,Market Adjustment,USD
1665,E100316,2021-06-26,170000.0,170000,0.0,Merit Increase,USD
1666,E100316,2022-05-26,170000.0,173000,1.9,Market Adjustment,USD
1667,E100316,2023-03-26,173000.0,178000,2.93,Market Adjustment,USD
1668,E100317,2020-11-30,128000.0,147000,14.78,Promotion,USD
1669,E100317,2022-01-30,147000.0,152500,3.81,Merit Increase,USD
1670,E100317,2023-03-30,152500.0,154000,0.92,Market Adjustment,USD
1671,E100317,2023-12-30,154000.0,176500,14.65,Promotion,USD
1672,E100317,2025-05-30,176500.0,183000,3.58,Merit Increase,USD
1673,E100318,2021-01-23,189000.0,193500,2.44,Merit Increase,USD
1674,E100318,2022-03-23,193500.0,194000,0.27,Merit Increase,USD
1675,E100318,2023-02-23,194000.0,198500,2.26,Merit Increase,USD
1676,E100318,2023-12-23,198500.0,204000,2.75,Market Adjustment,USD
1677,E100318,2025-01-23,204000.0,215000,5.47,Merit Increase,USD
1678,E100318,2026-04-23,215000.0,217500,1.11,Merit Increase,USD
1679,E100319,2020-01-13,149500.0,155000,3.56,Market Adjustment,USD
1680,E100319,2021-04-13,155000.0,168000,8.24,Promotion,USD
1681,E100319,2022-06-13,168000.0,169000,0.6,Merit Increase,USD
1682,E100319,2023-06-13,169000.0,178500,5.55,Market Adjustment,USD
1683,E100319,2024-06-13,178500.0,183500,2.88,Market Adjustment,USD
1684,E100319,2025-05-13,183500.0,189500,3.2,Market Adjustment,USD
1685,E100319,2026-03-13,189500.0,200500,5.87,Market Adjustment,USD
1686,E100320,2019-06-11,31500.0,33000,4.77,Merit Increase,USD
1687,E100320,2020-05-11,33000.0,33500,1.32,Market Adjustment,USD
1688,E100320,2021-04-11,33500.0,34500,2.91,Market Adjustment,USD
1689,E100320,2022-06-11,34500.0,35500,3.28,Market Adjustment,USD
1690,E100320,2023-07-11,35500.0,36000,1.39,Market Adjustment,USD
1691,E100320,2024-07-11,36000.0,38000,5.65,Merit Increase,USD
1692,E100320,2025-10-11,38000.0,41500,9.49,Promotion,USD
1693,E100321,2021-04-16,180500.0,188000,4.26,Market Adjustment,USD
1694,E100321,2022-04-16,188000.0,192000,2.05,Market Adjustment,USD
1695,E100321,2023-02-16,192000.0,200000,4.29,Market Adjustment,USD
1696,E100321,2023-11-16,200000.0,210000,5.1,Market Adjustment,USD
1697,E100321,2024-11-16,210000.0,215500,2.54,Merit Increase,USD
1698,E100321,2026-01-16,215500.0,215500,0.0,Market Adjustment,USD
1699,E100322,2021-10-25,33500.0,34000,1.44,Merit Increase,USD
1700,E100322,2022-10-25,34000.0,35500,4.18,Merit Increase,USD
1701,E100322,2023-07-25,35500.0,37000,3.87,Market Adjustment,USD
1702,E100322,2025-01-25,37000.0,38500,3.99,Merit Increase,USD
1703,E100322,2026-02-25,38500.0,41500,7.39,Promotion,USD
1704,E100323,2016-09-30,67500.0,70000,3.45,Merit Increase,USD
1705,E100323,2017-11-30,70000.0,70000,0.0,Market Adjustment,USD
1706,E100323,2018-08-30,70000.0,71000,1.28,Market Adjustment,USD
1707,E100323,2019-11-30,71000.0,73000,2.55,Market Adjustment,USD
1708,E100323,2021-01-30,73000.0,76500,4.6,Merit Increase,USD
1709,E100323,2021-10-30,76500.0,78500,2.92,Merit Increase,USD
1710,E100323,2022-10-30,78500.0,82000,4.27,Merit Increase,USD
1711,E100324,2015-11-21,45000.0,47500,5.25,Market Adjustment,USD
1712,E100324,2017-02-21,47500.0,50500,6.66,Promotion,USD
1713,E100324,2018-02-21,50500.0,56000,11.1,Promotion,USD
1714,E100324,2019-03-21,56000.0,58500,4.33,Merit Increase,USD
1715,E100324,2020-04-21,58500.0,61000,4.39,Market Adjustment,USD
1716,E100324,2021-06-21,61000.0,63000,3.08,Merit Increase,USD
1717,E100324,2022-06-21,63000.0,72500,15.18,Promotion,USD
1718,E100324,2023-06-21,72500.0,76000,4.61,Market Adjustment,USD
1719,E100324,2024-05-21,76000.0,79000,4.0,Market Adjustment,USD
1720,E100324,2025-06-21,79000.0,82500,4.47,Market Adjustment,USD
1721,E100325,2013-12-19,143500.0,149000,3.72,Market Adjustment,USD
1722,E100325,2015-02-19,149000.0,155500,4.5,Merit Increase,USD
1723,E100325,2016-02-19,155500.0,162000,4.08,Merit Increase,USD
1724,E100325,2017-02-19,162000.0,169500,4.61,Merit Increase,USD
1725,E100325,2018-02-19,169500.0,175500,3.4,Merit Increase,USD
1726,E100325,2019-03-19,175500.0,180500,2.75,Merit Increase,USD
1727,E100325,2020-02-19,180500.0,183000,1.51,Market Adjustment,USD
1728,E100325,2021-02-19,183000.0,187500,2.4,Merit Increase,USD
1729,E100325,2022-02-19,187500.0,215000,14.71,Promotion,USD
1730,E100325,2023-02-19,215000.0,226500,5.39,Merit Increase,USD
1731,E100326,2021-01-15,71000.0,72500,1.97,Market Adjustment,USD
1732,E100326,2022-01-15,72500.0,74500,2.9,Market Adjustment,USD
1733,E100326,2023-04-15,74500.0,79500,6.45,Merit Increase,USD
1734,E100327,2021-09-24,68500.0,71000,3.58,Merit Increase,USD
1735,E100327,2022-09-24,71000.0,73000,2.62,Merit Increase,USD
1736,E100328,2020-07-14,49000.0,52000,6.26,Merit Increase,USD
1737,E100328,2021-08-14,52000.0,54500,4.74,Market Adjustment,USD
1738,E100329,2020-04-15,34500.0,36500,5.55,Merit Increase,USD
1739,E100329,2021-04-15,36500.0,38500,4.94,Market Adjustment,USD
1740,E100329,2022-08-15,38500.0,39500,2.42,Market Adjustment,USD
1741,E100329,2023-08-15,39500.0,40500,2.88,Merit Increase,USD
1742,E100329,2025-01-15,40500.0,41500,1.9,Merit Increase,USD
1743,E100329,2026-02-15,41500.0,43500,4.24,Merit Increase,USD
1744,E100330,2020-06-11,67000.0,68500,2.27,Merit Increase,USD
1745,E100331,2020-08-03,60500.0,70000,15.33,Promotion,USD
1746,E100331,2021-07-03,70000.0,72000,2.7,Merit Increase,USD
1747,E100332,2019-09-15,51000.0,51000,0.0,Market Adjustment,USD
1748,E100332,2020-08-15,51000.0,52500,2.74,Market Adjustment,USD
1749,E100332,2021-06-15,52500.0,55000,4.94,Market Adjustment,USD
1750,E100333,2016-06-30,158000.0,165500,4.65,Promotion,USD
1751,E100333,2017-07-30,165500.0,175000,5.85,Market Adjustment,USD
1752,E100333,2018-06-30,175000.0,181000,3.54,Merit Increase,USD
1753,E100333,2019-09-30,181000.0,190000,5.0,Merit Increase,USD
1754,E100333,2020-10-30,190000.0,196000,3.23,Merit Increase,USD
1755,E100333,2021-10-30,196000.0,199000,1.41,Merit Increase,USD
1756,E100333,2022-08-30,199000.0,206000,3.55,Market Adjustment,USD
1757,E100334,2022-01-31,70500.0,74000,4.67,Market Adjustment,USD
1758,E100334,2023-01-31,74000.0,77000,4.27,Merit Increase,USD
1759,E100334,2023-10-31,77000.0,80000,3.63,Merit Increase,USD
1760,E100334,2024-12-31,80000.0,90500,13.08,Promotion,USD
1761,E100334,2025-12-31,90500.0,94500,4.35,Merit Increase,USD
