RequisitionID,DepartmentKey,JobKey,LocationKey,OpenDate,CloseDate,RequisitionStatus,ApplicantsCount,ScreenedCount,InterviewedCount,OfferedCount,HiredCount,TimeToFillDays,SourceChannel
R500583,5,1025,4,2025-10-22,2025-12-18,Filled,18,9,3,1,1,57,Career Fair
R500584,5,1026,1,2025-11-27,2025-12-12,Filled,62,24,8,2,1,15,LinkedIn
R500585,5,1025,1,2025-12-11,2025-12-21,Filled,50,25,8,2,1,10,University Recruiting
R500586,9,1046,1,2025-11-04,2025-12-15,Filled,47,19,7,1,1,41,LinkedIn
R500587,1,1007,6,2025-12-26,2026-01-17,Filled,109,38,11,1,1,22,Career Fair
R500588,1,1006,1,2025-11-29,2026-01-07,Filled,37,17,5,1,1,39,Company Website
R500589,2,1010,2,2025-12-22,2026-01-09,Filled,28,11,4,1,1,18,LinkedIn
R500590,3,1016,2,2025-12-24,2026-01-17,Filled,72,37,9,1,1,24,Career Fair
R500591,3,1013,6,2025-12-04,2026-01-25,Filled,44,17,5,1,1,52,Company Website
R500592,3,1013,2,2025-11-26,2026-01-02,Filled,60,27,7,1,1,37,LinkedIn
R500593,3,1018,3,2025-11-29,2026-01-13,Filled,45,20,8,1,1,45,Job Board
R500594,3,1017,1,2025-12-21,2026-01-25,Filled,17,7,2,1,1,35,LinkedIn
R500595,4,1019,3,2025-11-24,2026-01-13,Filled,56,23,8,2,1,50,Career Fair
R500596,4,1020,2,2025-11-21,2026-01-14,Filled,30,15,6,1,1,54,Company Website
R500597,5,1024,1,2025-12-25,2026-01-17,Filled,61,30,7,2,1,23,Employee Referral
R500598,5,1026,5,2025-12-20,2026-01-22,Filled,32,11,3,1,1,33,Employee Referral
R500599,5,1024,3,2025-12-28,2026-01-25,Filled,85,30,12,3,1,28,Employee Referral
R500600,6,1032,5,2025-12-12,2026-01-26,Filled,71,34,14,4,1,45,Career Fair
R500601,7,1035,1,2025-12-31,2026-01-28,Filled,75,39,9,2,1,28,Employee Referral
R500602,9,1044,2,2025-11-27,2026-01-14,Filled,48,26,9,1,1,48,Job Board
R500603,10,1049,5,2025-12-18,2026-01-26,Filled,30,13,4,1,1,39,University Recruiting
R500604,1,1000,5,2026-01-11,2026-02-08,Filled,32,12,4,1,1,28,LinkedIn
R500605,1,1000,1,2026-01-03,2026-02-15,Filled,29,15,5,1,1,43,Career Fair
R500606,1,1000,2,2026-01-18,2026-02-10,Filled,45,19,5,1,1,23,Company Website
R500607,1,1006,4,2025-12-22,2026-02-10,Filled,68,33,14,2,1,50,Recruiting Agency
R500608,2,1008,5,2026-01-09,2026-02-04,Filled,73,29,8,2,1,26,Employee Referral
R500609,3,1013,2,2025-12-18,2026-02-20,Filled,63,27,11,3,1,64,Recruiting Agency
R500610,3,1014,2,2026-01-17,2026-02-23,Filled,53,26,10,2,1,37,Employee Referral
R500611,3,1013,5,2026-01-06,2026-02-05,Filled,8,4,1,1,1,30,Employee Referral
R500612,3,1013,1,2026-01-09,2026-02-03,Filled,77,35,15,3,1,25,Job Board
R500613,3,1013,1,2026-01-20,2026-02-25,Filled,63,22,9,2,1,36,Employee Referral
R500614,3,1015,6,2025-12-29,2026-02-04,Filled,8,3,0,1,1,37,University Recruiting
R500615,4,1023,4,2026-01-19,2026-02-12,Filled,51,20,8,2,1,24,Job Board
R500616,5,1024,2,2026-01-23,2026-02-26,Filled,43,22,8,2,1,34,Career Fair
R500617,7,1035,3,2026-01-11,2026-02-04,Filled,23,9,2,1,1,24,University Recruiting
R500618,2,1011,5,2026-02-10,2026-03-18,Filled,58,23,7,1,1,36,University Recruiting
R500619,2,1012,4,2026-02-21,2026-03-03,Filled,94,43,18,5,1,10,Employee Referral
R500620,3,1018,5,2026-02-09,2026-03-24,Filled,84,40,13,2,1,43,Employee Referral
R500621,3,1014,6,2026-02-06,2026-03-03,Filled,49,18,7,1,1,25,Career Fair
R500622,3,1016,2,2026-02-13,2026-03-07,Filled,111,42,15,2,1,22,Company Website
R500623,5,1024,3,2026-03-08,2026-03-23,Filled,28,13,4,1,1,15,Career Fair
R500624,5,1027,5,2026-02-14,2026-03-20,Filled,37,14,4,1,1,34,Company Website
R500625,9,1045,4,2026-03-05,2026-03-21,Filled,35,16,5,1,1,16,Employee Referral
R500626,1,1003,2,2026-03-30,2026-04-22,Filled,50,21,8,1,1,23,Job Board
R500627,3,1015,3,2026-03-02,2026-04-14,Filled,56,28,9,2,1,43,Recruiting Agency
R500628,3,1013,1,2026-02-25,2026-04-14,Filled,82,36,13,4,1,48,University Recruiting
R500629,10,1053,1,2026-04-02,2026-04-15,Filled,67,34,10,2,1,13,LinkedIn
R500630,1,1002,4,2026-04-07,2026-05-24,Filled,68,27,7,2,1,47,University Recruiting
R500631,3,1013,5,2026-03-28,2026-05-01,Filled,37,16,7,1,1,34,Career Fair
R500632,3,1016,5,2026-03-31,2026-05-17,Filled,33,16,6,1,1,47,Company Website
R500633,3,1018,2,2026-04-17,2026-05-15,Filled,64,30,9,2,1,28,Recruiting Agency
R500634,3,1013,3,2026-03-26,2026-05-07,Filled,34,15,5,1,1,42,Company Website
R500635,4,1019,1,2026-04-13,2026-05-14,Filled,63,28,10,3,1,31,Company Website
R500636,5,1024,1,2026-04-14,2026-05-16,Filled,8,3,1,1,1,32,Company Website
R500637,5,1025,1,2026-05-02,2026-05-28,Filled,75,31,10,2,1,26,Job Board
R500638,9,1044,4,2026-04-25,2026-05-21,Filled,8,2,0,1,1,26,LinkedIn
R500639,1,1003,6,2026-04-23,2026-06-25,Filled,90,34,14,2,1,63,LinkedIn
R500640,1,1002,1,2026-05-04,2026-06-07,Filled,49,25,7,1,1,34,Company Website
R500641,3,1014,3,2026-04-16,2026-06-15,Filled,68,30,12,3,1,60,LinkedIn
R500642,3,1014,1,2026-04-27,2026-06-08,Filled,53,25,9,2,1,42,Recruiting Agency
R500643,3,1015,4,2026-05-08,2026-06-13,Filled,45,22,5,1,1,36,LinkedIn
R500644,5,1025,2,2026-05-12,2026-06-03,Filled,28,11,4,1,1,22,LinkedIn
R500645,5,1026,1,2026-05-12,2026-06-20,Filled,32,14,4,1,1,39,Job Board
R500646,5,1024,2,2026-05-15,2026-06-15,Filled,79,28,10,3,1,31,Recruiting Agency
R500647,6,1031,4,2026-04-07,2026-06-05,Filled,40,15,5,1,1,59,LinkedIn
R500648,1,1000,4,2026-06-22,2026-07-25,Filled,53,19,8,1,1,33,Career Fair
R500649,1,1007,4,2026-05-26,2026-07-04,Filled,70,26,9,2,1,39,Employee Referral
R500650,3,1015,2,2026-06-09,2026-07-25,Filled,55,26,10,2,1,46,Employee Referral
R500651,3,1014,1,2026-06-18,2026-07-28,Filled,42,21,7,2,1,40,Recruiting Agency
R500652,4,1019,5,2026-06-18,2026-07-11,Filled,54,25,10,2,1,23,LinkedIn
R500653,5,1028,1,2026-05-25,2026-07-03,Filled,94,41,15,3,1,39,University Recruiting
R500654,5,1024,2,2026-06-11,2026-07-11,Filled,57,21,6,1,1,30,Career Fair
R500655,10,1049,1,2026-05-27,2026-07-08,Filled,74,36,14,2,1,42,Recruiting Agency
R500656,1,1007,4,2026-07-13,2026-08-11,Filled,30,11,4,1,1,29,LinkedIn
R500657,3,1018,1,2026-06-27,2026-08-18,Filled,28,15,5,1,1,52,Company Website
R500658,3,1016,2,2026-07-15,2026-08-09,Filled,15,5,2,1,1,25,Company Website
R500659,3,1013,4,2026-07-12,2026-08-06,Filled,47,20,5,1,1,25,Recruiting Agency
R500660,4,1022,4,2026-07-18,2026-08-17,Filled,38,17,5,1,1,30,Employee Referral
R500661,5,1025,6,2026-07-15,2026-08-08,Filled,50,21,5,1,1,24,Career Fair
R500662,5,1028,1,2026-07-30,2026-08-10,Filled,28,12,4,1,1,11,Company Website
R500663,5,1025,5,2026-07-27,2026-08-06,Filled,32,16,5,1,1,10,University Recruiting
R500664,8,1041,6,2026-07-02,2026-08-08,Filled,100,37,10,2,1,37,Career Fair
R500665,10,1052,2,2026-07-03,2026-08-07,Filled,107,40,16,4,1,35,Employee Referral
